id,title,ICD9,ICD10
3169045,Viral encephalitis,"['062', '064']","['A83', 'A86']"
3170811,Encephalocele,"['062', '064']","['Q01', 'q00']"
3180844,Isolated hypogonadotropic hypogonadism,[],"['Q01', 'q00']"
3181180,Geographic tongue,['529.1'],['K141']
3182539,Carotid-cavernous fistula,['529.1'],['K141']
3184775,Crigler–Najjar syndrome,['277.4'],"['E805', 'e70']"
3184819,Lipomatosis,['277.4'],"['E882', 'e70']"
3185663,Paroxysmal supraventricular tachycardia,['427.0'],"['I471', 'i30']"
3186017,Lymphangiosarcoma,['427.0'],"['I471', 'i30']"
3186310,Renovascular hypertension,['403'],"['I150', 'i10']"
3186459,Hypertensive heart disease,['402'],"['I11', 'i10', 'I13', 'i10']"
3186646,Spasmodic torticollis,['333.8'],"['G243', 'g20']"
3186837,WAGR syndrome,['333.8'],"['G243', 'g20']"
3188445,Levo-Transposition of the great arteries,['745.1'],"['Q205', 'q20']"
3192935,Eosinophilic fasciitis,['728.8'],"['M354', 'm30']"
3197807,Portal vein thrombosis,['452'],"['I81', 'i80']"
3197887,Lymphangitis,['457.2'],"['I891', 'i80']"
3200388,Hypoestrogenism,['256.3'],"['I891', 'i80']"
3202774,Neural tube defect,"['740', '741', '742']","['Q00', 'q00', 'Q01', 'q00', 'Q05', 'q00']"
3205721,Immunoproliferative disorder,['203'],"['C88', 'c81']"
3205776,Hypergammaglobulinemia,['289.8'],"['D890', 'd80', 'D892', 'd80']"
3206656,Pericardial effusion,['423.9'],"['I30', 'i30', 'I313', 'i30']"
3209830,Oral mucocele,"['527.6', '528.9']","['I30', 'i30', 'I313', 'i30']"
3210174,Laryngospasm,['478.7'],"['J385', 'j30']"
3213678,Variant angina,['413.1'],"['I201', 'i20']"
3218412,Mees' lines,['985.1'],"['I201', 'i20']"
3219980,Renal vein thrombosis,['453.3'],"['I823', 'i80']"
3221388,Osteochondropathy,['732'],"['M939', 'm91']"
3223276,Tachycardia-induced cardiomyopathy,['425.4'],['I42']
3223678,Bromoderma,['693'],['I42']
3224848,Restrictive cardiomyopathy,['425.4'],"['I425', 'i30']"
3226145,Myositis,['729.1'],"['M60', 'm60']"
3233377,Pulmonary valve stenosis,"['424.3', '746.0']","['I370', 'i30', 'I372', 'i30', 'Q221', 'q20']"
3233799,Hyperchloremic acidosis,['276.2'],"['E872', 'e70']"
3233800,Renal tubular acidosis,['588.8'],"['N258', 'n25']"
3238973,Spider angioma,['448.1'],"['I781', 'i70', 'I78']"
3249846,Pancreas divisum,['751.7'],"['Q453', 'q38']"
3249926,Accessory pancreas,['751.7'],"['Q453', 'q38']"
3250029,Congenital afibrinogenemia,['286.3'],"['D682', 'd68']"
3250107,Annular pancreas,['751.7'],"['Q451', 'q38']"
3251051,Megarectum,['569.4'],"['Q451', 'q38']"
3255214,Pachygyria,['569.4'],"['Q043', 'q00']"
3255240,Primary hypertrophic osteoathropathy,"['731.2', '757.3']","['L620', 'l60', 'M894', 'm86']"
3260026,Yellow nail syndrome,"['731.2', '757.3']","['L605', 'l60']"
3267592,Farber disease,['272.8'],"['E752', 'e70', 'E75', '240']"
3267980,Mucolipidosis,['272.7'],"['E770', 'e70', 'E771', 'e70']"
3277044,Hypertonia,"['358', '779.8']","['P941', 'p90']"
3278865,Thyroid storm,"['358', '779.8']",['E05']
3282507,Chondrodystrophy,['756.4'],"['Q789', 'q65']"
3288912,Hypoprothrombinemia,"['286.3', '776.3']","['D682', 'd68']"
3290255,Ischemic optic neuropathy,['377.4'],"['H470', 'h46']"
3290998,McCune–Albright syndrome,['756.5'],"['Q781', 'q65']"
3298267,Pyomyositis,"['040.8', '728.0']","['M600', 'm60']"
3299746,Pneumoperitoneum,"['568.8', '770.2']","['K668', 'k65']"
3301799,Congenital melanocytic nevus,"['568.8', '770.2']","['D22', 'D22', 'L60']"
3304940,Popliteal pterygium syndrome,['756.8'],"['Q798', 'q65', 'Q79']"
3309982,Adenovirus infection,['756.8'],"['B970', 'b95']"
3316895,Laryngomalacia,['748.3'],"['Q315', 'q30']"
3333508,Lichen ruber moniliformis,['697.8'],"['Q315', 'q30']"
3335315,Adenomyoma,['697.8'],"['Q315', 'q30']"
3335694,Mediastinitis,['519.2'],"['J985', 'j95']"
3335724,Mallet finger,['736.1'],"['M200', 'm20']"
3350633,Dandy–Walker syndrome,['742.3'],"['Q031', 'q00']"
3350880,Walker–Warburg syndrome,['742.3'],"['Q031', 'q00']"
3355249,Lower gastrointestinal bleeding,['578.9'],"['K922', 'k90']"
3356443,Pantothenate kinase-associated neurodegeneration,['333.0'],"['G230', 'g20']"
3359155,Goldenhar syndrome,['333.0'],"['Q870', 'q80']"
3360547,Hypokalemic periodic paralysis,['359.3'],"['G723', 'g70']"
3360603,Paramyotonia congenita,['359.2'],"['G711', 'g70']"
3363020,Aceruloplasminemia,['275.0'],"['E831', 'e70']"
3369247,Cystadenoma,"['220', '226']","['E831', 'e70']"
3372232,African iron overload,"['220', '226']","['E831', 'e70']"
3375234,Keratoacanthoma,['238.2'],"['E831', 'e70']"
3381424,Radiation proctitis,['558.1'],"['K627', 'k55']"
3385108,Unstable angina,['411.1'],"['I200', 'i20']"
3392594,Angular cheilitis,"['528.5', '686.8']","['K130', 'k00']"
3394594,MALT lymphoma,['200.3'],"['C884', 'c88']"
3400416,Subungual hematoma,"['924.3', '923.3']","['L608', 'l60', 'L60', '872']"
3403130,Glycoproteinosis,"['271', '272.7']","['E77', 'e70']"
3407405,Nonsyndromic deafness,[],"['E77', 'e70']"
3407595,Tetrahydrobiopterin deficiency,['270.1'],"['E701', 'e70']"
3407720,Exotropia,"['378.1', '37815']","['H501', 'h49', 'H503', 'h49']"
3415170,Becker's nevus,['216'],"['D225', 'q80', 'Q82', '582']"
3417994,Double outlet right ventricle,['745.1'],"['Q201', 'q20']"
3417998,Taussig–Bing syndrome,['745.1'],"['Q201', 'q20']"
3418166,Overriding aorta,['747.2'],"['Q254', 'q20', 'Q25']"
3418271,Cor triatriatum,['746.8'],"['Q242', 'q20']"
3418346,Scimitar syndrome,['747.4'],"['Q268', 'q20']"
3419916,Hypervolemia,['276.6'],"['E877', 'e70']"
3420295,Hypoalbuminemia,['273.8'],"['E880', 'e88']"
3425945,Lupus pernio,['135'],"['D863', 'd80', 'D86', '340']"
3427331,Sparganosis,['123.5'],"['B701', 'b65']"
3442595,Crouzonodermoskeletal syndrome,[],"['B701', 'b65']"
3443488,Jackson–Weiss syndrome,[],"['B701', 'b65']"
3450879,Pyonephrosis,"['590.0', '590.1', '590.8']","['N136', 'n10']"
3452820,Hermansky–Pudlak syndrome,['270.2'],"['E703', 'e70', 'E70', '360']"
3452889,Enteropathy,['569.9'],"['E703', 'e70', 'E70', '360']"
3454182,Convergence insufficiency,['378.8'],"['H511', 'h49']"
3454399,Nephrogenic diabetes insipidus,['588.1'],"['N251', 'n25']"
3464988,Poland syndrome,['756.8'],"['Q798', 'q65']"
3467310,Erythema toxicum neonatorum,"['695.0', '778.8']","['P831', 'p80']"
3474966,Achard syndrome,"['695.0', '778.8']","['P831', 'p80']"
3485968,Irritant contact dermatitis,['692'],"['L24', 'l20']"
3497580,Cubitus valgus,"['736.0', '755.5']","['M210', 'm21', 'Q740', 'q74']"
3510370,Psychogenic amnesia,['300.1'],"['F440', 'f40']"
3532229,Febrile neutrophilic dermatosis,['695.8'],"['L982', 'l80']"
3532714,Sixth nerve palsy,['378.5'],"['H492', 'h49']"
3535777,Albright's hereditary osteodystrophy,['275.4'],"['E201', 'e20']"
3535842,Pseudohypoparathyroidism,['275.4'],"['E201', 'e20']"
3538531,Left bundle branch block,['275.4'],"['I444', 'i30', 'I447', 'i30']"
3539338,Argininosuccinic aciduria,['270.6'],"['E722', 'e70']"
3548304,Meige's syndrome,['333.8'],"['G244', 'g20']"
3559702,Morphea,['701.0'],"['L940', 'l80']"
3561417,Hip dislocation,['835'],"['S730', 's70', 'Q650', 'q65', 'Q652', 'q65']"
3563675,Flash burn,['835'],[]
3572371,Oculocutaneous albinism,['270.2'],"['E703', 'e70']"
3572397,Glutaric acidemia type 2,['277.8'],"['E723', 'e70']"
3572469,Costello syndrome,['277.8'],"['E723', 'e70']"
3578605,Osteitis,['730.2'],"['E723', 'e70']"
3580685,Wagner's disease,[],"['E723', 'e70']"
3583263,Paradoxical embolism,[],[]
3586606,Lentigo,['709.0'],"['L814', 'l80']"
3592897,Primary lateral sclerosis,['335.2'],"['G122', 'g10']"
3611109,Micromastia,"['611.8', '757.6']","['Q838', 'q80']"
3619927,Sympathetic ophthalmia,['360.1'],"['Q838', 'q80']"
3623092,Post-concussion syndrome,['310.2'],"['F072', 'f00']"
3628299,Primary effusion lymphoma,['310.2'],"['F072', 'f00']"
3630076,Diaphragmatic hernia,['553.3'],"['K44', 'k40']"
3634070,Rib fracture,"['807.0', '807.1']","['S223', 's20', 'S224', 's20']"
3637556,Meningoencephalitis,['323.9'],"['G04', 'g00']"
3640445,Blind loop syndrome,['579.2'],"['K902', 'k90']"
3644166,Stewart–Treves syndrome,[],[]
3656265,Patterson syndrome,[],[]
3664963,HIV-associated nephropathy,[],[]
3671242,Onychogryphosis,['703.8'],"['L602', 'l60']"
3673375,Barakat syndrome,['703.8'],"['L602', 'l60']"
3674414,Dentinogenesis imperfecta,['520.5'],"['K005', 'k00']"
3679934,Bauxite fibrosis,['503'],"['J631', 'j60']"
3681809,Necrobiosis lipoidica,['709.3'],"['L921', 'l80']"
3687930,Gallstone ileus,[],['K56']
3690676,Chromhidrosis,['705.8'],"['L751', 'l60']"
3697095,Intrauterine hypoxia,['768'],['P20']
3698205,Bernard–Soulier syndrome,['287.1'],"['D691', 'd65']"
3702720,Activated protein C resistance,['287.1'],"['D691', 'd65']"
3703334,Adams–Oliver syndrome,['287.1'],"['D691', 'd65']"
3704508,Secondary hyperparathyroidism,"['252.0', '588.8']","['E211', 'e20']"
3713086,Nijmegen breakage syndrome,"['252.0', '588.8']","['E211', 'e20']"
3713191,MELAS syndrome,['277.8'],"['G318', 'g31']"
3723875,Asymmetric crying facies,['277.8'],"['Q870', 'q87']"
3724035,DiGeorge syndrome,"['279.1', '758.3']","['D821', 'd80']"
3724818,Blue diaper syndrome,"['279.1', '758.3']","['D821', 'd80']"
3725531,Familial male-limited precocious puberty,"['279.1', '758.3']","['D821', 'd80']"
3730112,Interstitial nephritis,"['580.8', '581.8', '582.8', '583.8']","['N10', 'n10', 'N12', 'n10']"
3730400,Fountain syndrome,"['580.8', '581.8', '582.8', '583.8']","['N10', 'n10', 'N12', 'n10']"
3730538,Fissured tongue,"['529.5', '750.1']","['K145', 'k00']"
3730598,Melkersson–Rosenthal syndrome,['351.8'],"['G512', 'g50']"
3730973,ZAP70 deficiency,['351.8'],"['G512', 'g50']"
3733176,Lown–Ganong–Levine syndrome,['426.8'],"['I456', 'i30']"
3738852,Neonatal hemochromatosis,['426.8'],"['I456', 'i30']"
3749122,Congenital fourth nerve palsy,['378.5'],"['H491', 'h49']"
3751950,Heterotopic ossification,['378.5'],"['H491', 'h49']"
3754815,Nelson's syndrome,['378.5'],"['E241', 'e20']"
3755475,Retroperitoneal fibrosis,['593.4'],"['N135', 'n10']"
3756020,XX male syndrome,['593.4'],"['Q983', 'q90']"
3756138,Pacman dysplasia,[],"['Q983', 'q90']"
3762029,Osteochondritis dissecans,['732.7'],"['M932', 'm91']"
3763136,Kleine–Levin syndrome,['327.1'],"['G478', 'g40']"
3768490,Syringoma,['216'],"['D239', 'd10']"
3769528,Vesicointestinal fistula,['596.1'],"['N321', 'n30']"
3783385,Trichobacteriosis axillaris,['039.0'],"['A488', 'a30', 'L088', 'l00', 'L08']"
3787165,Epileptic spasms,['345.6'],"['G404', 'g40']"
3790204,Pachyderma,['701.8'],"['G404', 'g40']"
3799418,Thrombocytopenic purpura,['701.8'],"['G404', 'g40']"
3800746,Impossible syndrome,[],[]
3800884,Ayazi syndrome,[],[]
3800988,Choroideremia,['363.5'],"['H312', 'h30']"
3801305,Adrenocorticotropic hormone deficiency,['253.2'],"['E230', 'e20']"
3808122,Frontal lobe disorder,['253.2'],"['F07', 'f00']"
3809232,Glucocorticoid deficiency 1,[],"['F07', 'f00']"
3810281,Lobomycosis,['116.2'],"['B480', 'b35']"
3812033,Benign lymphoepithelial lesion,['527.1'],"['K118', 'k00']"
3818707,Subgaleal hemorrhage,['767.1'],"['P12', 'p10', 'S00']"
3819704,Seabather's eruption,['767.1'],"['P12', 'p10', 'S00']"
3820402,Autoimmune hemolytic anemia,['283.0'],"['D590', 'd55', 'D591', 'd55']"
3820467,Apparent mineralocorticoid excess syndrome,['283.0'],"['D590', 'd55', 'D591', 'd55']"
3820994,Adenine phosphoribosyltransferase deficiency,['277.2'],"['E79', 'e70']"
3821104,2-Hydroxyglutaric aciduria,['277.2'],"['E79', 'e70']"
3821197,3 hydroxyisobutyric aciduria,[],"['E79', 'e70']"
3823832,Tetrasomy X,[],"['Q971', 'q90']"
3824013,Pneumomediastinum,"['518.1', '770.2']","['J982', 'j95', 'P252', 'p20']"
3824105,"49,XXXXX",[],"['J982', 'j95', 'P252', 'p20']"
3842923,Anorchia,['752.8'],"['Q550', 'q50']"
3845711,Placenta accreta,['667.0'],['O432']
3868809,Meningococcal disease,['036.9'],"['A39', 'a30']"
3874458,T-cell lymphoma,['036.9'],"['A39', 'a30']"
3883492,Cleidocranial dysostosis,['755.5'],"['Q740', 'q65']"
3885626,Caput succedaneum,['767.1'],"['P12', 'p10']"
3888802,Fat embolism,"['673.8', '958.1']","['O888', 'o85', 'T791', 't79']"
3901809,Histiocytoma,"['673.8', '958.1']","['O888', 'o85', 'T791', 't79']"
3905897,Organic brain syndrome,['310.9'],"['F069', 'f00']"
3906844,Malonyl-CoA decarboxylase deficiency,['310.9'],"['F069', 'f00']"
3906873,3-Methylglutaconic aciduria,['310.9'],"['F069', 'f00']"
3906966,6-Pyruvoyltetrahydropterin synthase deficiency,[],"['F069', 'f00']"
3910832,Neonatal conjunctivitis,"['098.4', '771.6']","['A543', 'a50', 'P391', 'p35']"
3910941,Short-chain acyl-coenzyme A dehydrogenase deficiency,['277.8'],"['A543', 'a50', 'P391', 'p35']"
3911162,"2,4 Dienoyl-CoA reductase deficiency",['277.8'],"['A543', 'a50', 'P391', 'p35']"
3911266,3-Methylcrotonyl-CoA carboxylase deficiency,['277.8'],"['A543', 'a50', 'P391', 'p35']"
3911461,Methylmalonyl-CoA mutase deficiency,['277.8'],"['A543', 'a50', 'P391', 'p35']"
3913453,Pinealoma,"['237.1', '194.4']","['D445', 'd37', 'C75']"
3917373,Snapping hip syndrome,['719.6'],"['M761', 'm70']"
3917794,Caudal regression syndrome,['719.6'],"['Q898', 'q89']"
3921620,Letterer–Siwe disease,['202.5'],"['C960', 'c81']"
3926896,Chest injury,['959.1'],"['S20', 'S29']"
3935481,Bronchiolitis obliterans,['491.8'],"['J44', 'J68']"
3941742,Pseudobulbar affect,[],['D10']
3950657,Carney complex,[],['D10']
3951158,Epulis fissuratum,[],['D10']
3951668,Pyogenic granuloma,['686.1'],"['L980', 'l80']"
3951905,Thrombotic microangiopathy,['446.6'],"['M311', 'm30']"
3962194,Pyruvate dehydrogenase deficiency,['271.8'],"['E744', 'e70']"
3973131,Hypermobility (joints),['728.5'],"['M357', 'm30']"
3999255,Contrast-induced nephropathy,['586'],"['N990', 'n99']"
4003388,Glycine encephalopathy,['586'],"['N990', 'n99']"
4004900,Hyperosmolar hyperglycemic state,['250.2'],"['E10', 'E14']"
4017987,Flynn–Aird syndrome,['250.2'],"['E10', 'E14']"
4029204,Liddle's syndrome,['250.2'],"['I151', 'i15']"
4029367,Zaspopathy,['250.2'],"['I151', 'i15']"
4029585,Bannayan–Riley–Ruvalcaba syndrome,['250.2'],"['I151', 'i15']"
4033934,Pretibial myxedema,['242.9'],"['I151', 'i15']"
4038199,Stercoral perforation,[],[]
4038273,Toxic oil syndrome,['710.5'],['M358']
4040132,Ganglioneuroma,['710.5'],"['D361', 'D36', '180']"
4050210,Bartter syndrome,['255.1'],"['E268', 'e20']"
4053381,Lymphangiectasia,['457.1'],"['E268', 'e20']"
4055859,Tertiary hyperparathyroidism,['252.0'],"['E21', 'e20']"
4064920,Farmer's lung,['495.0'],"['J670', 'j60']"
4073083,Cohen syndrome,['495.0'],"['J670', 'j60']"
4075172,Stereotypic movement disorder,['307.3'],"['F984', 'f98']"
4086303,Eczema herpeticum,['054.0'],"['B000', 'b00']"
4087257,Sacrococcygeal teratoma,['054.0'],"['B000', 'b00']"
4087784,Galactocele,['611.5'],"['N648', 'n60']"
4091222,"Platyspondylic lethal skeletal dysplasia, Torrance type",[],"['N648', 'n60']"
4093279,Protein C deficiency,['289.8'],"['D685', 'd68']"
4094257,Eosinophilic esophagitis,['530.1'],['K20']
4097712,Löfgren syndrome,['530.1'],['K20']
4100992,Ogilvie syndrome,['560.8'],['K20']
4104309,IPEX syndrome,['560.8'],['E31']
4112234,Gradenigo's syndrome,['383.0'],['E31']
4112395,Degos disease,['447.8'],['E31']
4112548,Ganglioglioma,['447.8'],['E31']
4112582,GAPO syndrome,['447.8'],['E31']
4112803,Cogan syndrome,['370.5'],['M308']
4153824,Adenylosuccinate lyase deficiency,['370.5'],['M308']
4163805,Gorham's disease,['733.9'],['M308']
4166656,Simpson–Golabi–Behmel syndrome,['759.8'],"['Q873', 'q87']"
4176408,Photic sneeze reflex,['759.8'],"['Q873', 'q87']"
4204404,Dural arteriovenous fistula,['759.8'],"['Q873', 'q87']"
4206029,Familial hemiplegic migraine,['346.8'],"['G431', 'g40']"
4210617,Alpha-thalassemia,['282.4'],"['D560', 'd55']"
4211737,Arakawa's syndrome II,['282.4'],"['D560', 'd55']"
4219434,Brain ischemia,"['435', '437']","['D560', 'd55']"
4220816,Superior limbic keratoconjunctivitis,[],[]
4230270,Subungual exostosis,[],[]
4253241,Vesicoureteral reflux,['593.7'],"['N137', 'n10']"
4259210,Klüver–Bucy syndrome,['310.0'],"['F070', 'f00']"
4260616,Leukocoria,['360.4'],"['F070', 'f00']"
4267854,Traumatic asphyxia,['994.7'],['T719']
4268505,Empty nose syndrome,[],[]
4270907,Burning feet syndrome,['266.2'],"['E539', 'E50']"
4280045,True hermaphroditism,['266.2'],"['E539', 'E50']"
4286150,Liver spot,['709.0'],"['L814', 'l80']"
4292552,Infantile cortical hyperostosis,['756.5'],"['M898', 'm86']"
4293651,Galloway Mowat syndrome,['756.5'],"['M898', 'm86']"
4294023,Empty sella syndrome,['253.8'],['E23']
4299504,Cystic kidney disease,['753.1'],"['Q61', 'q60']"
4303229,Factor X deficiency,[],"['Q61', 'q60']"
4304734,Factor VII deficiency,[],"['Q61', 'q60']"
4304755,Factor XIII deficiency,['286.3'],"['D682', 'd65']"
4304948,Fetal warfarin syndrome,['760.7'],"['Q860', 'q80']"
4318852,De Quervain's thyroiditis,['245.1'],"['E061', 'e00']"
4323952,Acute myeloid leukemia,['205.0'],"['C920', 'c81']"
4347024,Calcaneal spur,['726.7'],['M773']
4350672,Fibromuscular dysplasia,['726.7'],['M773']
4362414,Triple-A syndrome,['726.7'],"['E274', 'e27']"
4363268,Drusen,['377.2'],"['H353', 'h30', 'H473', 'h46']"
4364842,Aberrant subclavian artery,['747.2'],"['Q278', 'q20']"
4365373,Acrodermatitis enteropathica,['686.8'],"['E832', 'e70', 'E83', '210']"
4373343,Erythema chronicum migrans,"['088.8', '529.1']","['A692', 'a65', 'A69']"
4377168,Fissure of the nipple,['611.2'],"['N640', 'n60', 'O921', 'o85']"
4383695,Nutcracker syndrome,['611.2'],"['N640', 'n60', 'O921', 'o85']"
4407427,Vernal keratoconjunctivitis,[],"['N640', 'n60', 'O921', 'o85']"
4407445,Vitamin E deficiency,['269.1'],"['E560', 'e50']"
4411743,Marjolin's ulcer,['269.1'],"['E560', 'e50']"
4413238,Angiomyolipoma,['223.0'],"['D300', 'd10']"
4423347,Hawkinsinuria,['223.0'],"['E721', 'e72']"
4423443,Adiposis dolorosa,['272.8'],"['E882', 'e70']"
4429176,Ischemic colitis,['557.9'],"['K559', 'k55']"
4440094,SLAP tear,['840.7'],"['K559', 'k55']"
4443111,Hollenhorst plaque,['362.3'],"['H342', 'h30']"
4464817,Neurodegeneration,['362.3'],"['G30', 'g30', 'G32', 'g32']"
4467289,Hyperimmunoglobulin E syndrome,['288.1'],"['D824', 'd80']"
4467886,Hyperekplexia,['759.8'],"['G258', 'g25']"
4469900,Hajdu–Cheney syndrome,['759.8'],"['G258', 'g25']"
4478702,Phantom eye syndrome,['353.6'],"['G546', 'g50', 'G547', 'g50']"
4486759,Eales disease,['362.1'],"['H350', 'h30']"
4505284,Griscelli syndrome,['362.1'],"['H350', 'h30']"
4506646,Persistent left superior vena cava,['747.4'],"['Q261', 'q20']"
4507604,Phthisis bulbi,['360.4'],"['H445', 'h43']"
4509624,Hemolytic disease of the newborn (ABO),['773.1'],"['H445', 'h43']"
4517757,Cold agglutinin disease,['283.0'],"['D591', 'd55']"
4518361,Subclavian steal syndrome,['435.2'],"['G458', 'g40']"
4518610,Analgesic nephropathy,"['583.8', '584.7']","['N140', 'n10']"
4525077,Spider bite,"['989.5', 'E905.1', 'E906.4']","['T141', 't08', 'T633', 't51', 'W57', 'X21']"
4529789,X-linked severe combined immunodeficiency,['279.2'],"['D811', 'd80']"
4530544,Reactive airway disease,"['519.8', '493.9']","['D811', 'd80']"
4543565,Neuromuscular disease,"['519.8', '493.9']","['D811', 'd80']"
4555418,Hyperpituitarism,['253.1'],"['E22', 'e20']"
4565868,Fumarase deficiency,['253.1'],"['E22', 'e20']"
4572582,Childhood obesity,['278'],"['E66', 'e65']"
4573741,Acute pericarditis,['420'],"['I30', 'i30']"
4575327,Electrical alternans,[],[]
4579174,Myofascial pain syndrome,['729.1'],['M791']
4585403,Coats' disease,['362.1'],"['H350', 'h30']"
4587713,Fever of unknown origin,['780.6'],"['R50', 'r50']"
4613942,Intention tremor,['333.1'],"['G252', 'g20']"
4616349,Angiokeratoma,['333.1'],"['G252', 'g20']"
4624339,Seckel syndrome,['759.8'],"['Q871', 'q80']"
4625898,Adrenalitis,['759.8'],"['E278', 'e20']"
4628713,Hamman's syndrome,['518.1'],"['E278', 'e20']"
4633059,Mediastinal tumor,"['786.6', '164.9']","['C381', 'c30', 'C383', 'c30']"
4642083,Selective immunoglobulin A deficiency,['279.0'],"['D802', 'd80']"
4645026,Copenhagen disease,[],"['D802', 'd80']"
4647687,Ectopic beat,['427.6'],['I49']
4666404,Chronic inflammatory demyelinating polyneuropathy,['357.8'],['G61']
4674968,Rhinolith,['478.1'],"['J348', 'j30']"
4681915,Refsum disease,['356.3'],"['G601', 'g60']"
4682065,Premature ovarian failure,['256.3'],"['E283', 'e20']"
4688195,Astigmatism,['367.2'],"['H522', 'h49']"
4697498,Schwannomatosis,[],"['H522', 'h49']"
4755585,Stress incontinence,"['625.6', '788.3']",['N393']
4767816,Impaired glucose tolerance,['790.2'],"['R730', 'r70']"
4773828,Ingrown hair,[],['L73']
4776054,Pruritic urticarial papules and plaques of pregnancy,[],"['O997', 'o94', 'O99', '740']"
4781088,Tuberculous meningitis,"['013.0', '322.9']","['A170', 'a15', 'G01', 'g00']"
4793282,Failed back syndrome,"['013.0', '322.9']",['M96']
4812517,Hunner's ulcer,['595.1'],['M96']
4814327,Balkan endemic nephropathy,['595.1'],"['N150', 'n10']"
4819032,Nevoid basal-cell carcinoma syndrome,['595.1'],"['N150', 'n10']"
4819795,Breast hypertrophy,['611.1'],"['N62', 'n60']"
4832809,Michelin tire baby syndrome,['611.1'],"['N62', 'n60']"
4846462,Pemphigus vulgaris,['611.1'],"['L100', 'l10']"
4855124,Felty's syndrome,['714.1'],"['M050', 'm05']"
4896200,Radial neuropathy,['354.3'],"['G563', 'g50']"
4897560,Parasystole,['354.3'],"['G563', 'g50']"
